origin,citation
US-9936065-B2,US-9317983-B2
US-9936065-B2,US-2016250985-A1
US-9936065-B2,US-9466161-B2
US-9936065-B2,US-2016313730-A1
US-9936065-B2,US-2016321848-A1
US-9936065-B2,US-2016318467-A1
US-9936065-B2,US-2016318524-A1
US-9959087-B2,US-9246866-B1
US-9910835-B2,US-9411899-B2
WO-2018055015-A1,WO-2016025963-A1
WO-2020020086-A1,CN-105913308-A
US-D832274-S,US-2016241289-A1
US-D835147-S,US-2016048934-A1
US-D835147-S,US-9311396-B2
WO-2018196424-A1,CN-106228386-A
US-9785651-B2,US-9360945-B2
US-9838868-B1,US-9384498-B1
US-9917731-B1,US-2016171575-A1
US-9948333-B2,US-9443417-B2
US-D826963-S,US-2016259488-A1
US-9866631-B2,US-2016092854-A1
WO-2019036424-A1,US-2016125324-A1
WO-2019036424-A1,WO-2016106073-A1
WO-2018227341-A1,CN-105979368-A
WO-2019241971-A1,CN-106204188-A
WO-2018125881-A1,US-2016255969-A1
WO-2018125881-A1,US-2016328767-A1
WO-2017171724-A1,US-2016068264-A1
WO-2018143490-A1,KR-20160083746-A
WO-2018058850-A1,US-2016071193-A1
US-9652808-B2,US-2016162997-A1
US-9652808-B2,US-2016162998-A1
US-9552598-B2,US-2016073014-A1
US-9552598-B2,US-9374517-B2
US-9614844-B2,US-2016104216-A1
US-9563986-B2,US-2016189115-A1
US-9563986-B2,US-2016189259-A1
US-9563986-B2,US-2016189116-A1
WO-2018110778-A1,KR-20160064304-A
US-9885584-B2,US-2016012509-A1
US-9885584-B2,US-2016041000-A1
US-9785992-B2,US-9483786-B2
US-9990477-B2,US-9436808-B2
WO-2018086880-A1,WO-2016108065-A1
WO-2018017015-A1,US-2016171354-A1
WO-2019196495-A1,CN-105959374-A
WO-2018214295-A1,US-2016180632-A1
US-9866646-B2,US-9326026-B2
WO-2018177828-A1,WO-2016005161-A1
WO-2018128663-A1,WO-2016197074-A1
WO-2019234293-A1,US-2016203361-A1
WO-2018164459-A1,KR-20160090479-A
US-9703888-B2,US-9361368-B1
US-9708170-B2,US-9365406-B2
US-9708170-B2,US-2016264395-A1
US-9779525-B2,US-9250759-B1
US-9967629-B2,US-9301015-B2
US-9967629-B2,US-2016156980-A1
US-9967629-B2,US-9532110-B2
US-D788793-S,US-9324067-B2
WO-2019117843-A1,US-2016068264-A1
WO-2017180479-A1,US-2016012498-A1
WO-2018195954-A1,US-2016210681-A1
WO-2018195954-A1,CN-105894357-A
US-9869560-B2,US-9305411-B2
US-9890908-B1,US-2016072891-A1
US-9959343-B2,US-9454342-B2
US-D848471-S,US-9384491-B1
US-9940491-B2,US-2016239796-A1
WO-2019207351-A1,US-2016217356-A1
WO-2018106045-A1,KR-20160011754-A
WO-2019147054-A1,US-2016155108-A1
WO-2018018546-A1,US-2016086193-A1
WO-2018018546-A1,CN-105654211-A
WO-2018200234-A1,US-2016267572-A1
WO-2019050761-A1,US-2016004711-A1
WO-2019113114-A1,US-2016148126-A1
WO-2018228001-A1,US-2016155184-A1
US-9454730-B2,US-2016012343-A1
US-9511672-B2,US-2016031338-A1
US-9521453-B2,US-9264758-B2
US-9521453-B2,US-9369758-B2
CN-107392658-A,CN-105759965-A
CN-107679971-A,CN-105761133-A
JP-6358689-B1,WO-2016121187-A1
JP-6358689-B1,JP-2016189182-A
CN-106779968-A,CN-106022867-A
CN-106779968-A,CN-106251212-A
CN-107844932-A,CN-105808784-A
CN-107909811-A,CN-105719083-A
CN-107909811-A,CN-106104625-A
CN-107733846-A,CN-105631732-A
CN-107733846-A,CN-106097044-A
EP-3446080-A4,WO-2016012933-A1
JP-6120467-B1,JP-2016006660-A
JP-6120467-B1,JP-2016062372-A
CN-106157121-A,CN-105678554-A
CN-106803147-A,CN-106056473-A
CN-106952335-B,WO-2016061341-A1
CN-107492014-A,CN-105741165-A
CN-107492014-A,CN-106022491-A
CN-107553485-A,CN-105242533-A
CN-106097067-A,CN-105550920-A
CN-108280160-A,CN-106022865-A
CN-106339906-A,CN-105678554-A
CN-107205022-A,CN-105825422-A
CN-107205022-A,CN-105931097-A
CN-107205022-A,CN-105957261-A
CN-106200540-A,WO-2016034949-A2
CN-106991124-A,US-2016365091-A1
CN-106530869-A,CN-105912614-A
CN-107563679-A,WO-2016099447-A1
CN-106878300-A,CN-105976435-A
CN-107566357-A,CN-105844505-A
US-9659388-B1,US-9406024-B1
US-9747613-B2,US-2016012489-A1
US-9846878-B2,US-9530137-B2
US-9878683-B2,US-2016093216-A1
US-9886786-B2,US-9449340-B2
US-D790574-S,US-9244586-B2
US-9792741-B2,US-9317983-B2
WO-2018091538-A1,US-9324100-B2
WO-2018091538-A1,US-2016203466-A1
WO-2018136532-A1,US-2016042081-A1
WO-2019194973-A1,US-2016328765-A1
US-9547873-B2,US-2016063611-A1
US-9547873-B2,US-9412121-B2
US-9769020-B2,US-9443417-B2
US-9886700-B1,US-2016132953-A1
US-9984169-B2,US-9424598-B1
US-9984169-B2,US-2016371630-A1
WO-2019022936-A1,US-2016086460-A1
WO-2019019596-A1,CN-105976207-A
US-9576285-B2,US-2016275483-A1
US-9934432-B2,US-9324098-B1
WO-2019014020-A1,US-2016063435-A1
WO-2019014020-A1,WO-2016094765-A1
WO-2018222967-A1,US-2016027051-A1
WO-2019164917-A1,US-2016217515-A1
FR-3059193-A1,US-9288270-B1
EP-3479307-A4,US-2016163138-A1
JP-6253744-B1,JP-2016001422-A
CN-106936928-A,CN-105741091-A
CN-106170016-A,CN-105468690-A
CN-107169715-A,CN-106097041-A
DE-102016115263-A1,DE-202014010703-U1
CN-106790712-A,CN-105787784-A
CN-107898316-A,CN-105869039-A
CN-106815744-A,CN-105868219-A
CN-106815744-A,CN-106156228-A
CN-107169834-A,CN-105247555-A
CN-107169834-A,CN-105809510-A
CN-107480910-A,CN-106228419-A
CN-107396197-A,CN-106228436-A
CN-107426725-A,EP-2986038-A1
US-10572892-B2,US-2016148300-A1
US-10565533-B2,US-2016155179-A1
US-10535216-B2,US-2016132949-A1
KR-101955487-B1,KR-101660267-B1
KR-101961321-B1,KR-101649254-B1
KR-101876674-B1,KR-101689815-B1
US-10157373-B1,US-2016057614-A1
US-10275148-B2,US-9285977-B1
US-10058997-B1,US-2016109954-A1
US-10203678-B2,US-2016300285-A1
US-10317930-B2,US-2016350834-A1
US-10127539-B2,US-2016379205-A1
US-10086796-B2,US-2016027307-A1
US-10086796-B2,US-9288270-B1
US-10255593-B1,US-2016155111-A1
US-10210270-B2,US-9286629-B2
US-10074140-B1,US-9361735-B1
US-10074140-B1,US-9495667-B1
US-10149103-B2,US-2016300192-A1
US-10115215-B2,US-2016314377-A1
US-10171555-B2,US-9451010-B2
US-10139909-B2,US-9430796-B1
US-10139909-B2,US-2016342973-A1
US-10057442-B2,US-2016171597-A1
US-10057442-B2,US-2016189288-A1
US-10057442-B2,US-2016189284-A1
US-10205896-B2,US-2016381348-A1
US-10439837-B2,US-9325440-B2
US-10439837-B2,US-2016205159-A1
US-10439904-B2,US-2016026552-A1
US-10521746-B2,US-2016070772-A1
US-10521746-B2,US-9319269-B2
US-10521746-B2,US-9397884-B2
US-10527847-B1,US-9230292-B2
US-10579979-B2,US-2016048830-A1
US-10457511-B2,US-2016292697-A1
KR-101899519-B1,KR-101682066-B1
KR-20170023900-A,KR-101659290-B1
KR-20170023900-A,KR-101661544-B1
US-10018854-B2,US-2016162965-A1
US-10332192-B2,US-9424603-B2
US-10176261-B2,US-9361640-B1
US-10181113-B2,US-2016314431-A1
US-10223679-B2,US-2016217258-A1
US-10223679-B2,US-2016239904-A1
US-10332196-B2,US-2016148298-A1
US-10028026-B2,US-9292866-B2
US-10255595-B2,US-2016005028-A1
US-10255595-B2,US-9305310-B2
US-10255595-B2,US-2016104228-A1
US-10255595-B2,US-9324067-B2
US-10255595-B2,US-2016253665-A1
US-10255595-B2,US-9483763-B2
US-10185998-B1,US-9282430-B1
US-10185998-B1,US-2016092962-A1
US-10185998-B1,US-9317983-B2
US-10185998-B1,US-9384491-B1
US-10430860-B2,US-9449288-B2
US-10430860-B2,US-2016343056-A1
US-10399359-B2,US-2016171597-A1
US-10399359-B2,US-2016189284-A1
US-10399359-B2,US-2016189288-A1
US-10454940-B2,US-2016125490-A1
US-10560800-B2,US-2016244311-A1
US-9646356-B1,US-2016027307-A1
US-9646356-B1,US-2016092976-A1
US-9646356-B1,US-2016342934-A1
US-9646356-B1,US-9527217-B1
US-9783159-B1,US-9282430-B1
US-9783159-B1,US-2016092962-A1
US-9783159-B1,US-9317983-B2
US-9783159-B1,US-9384491-B1
WO-2019125777-A1,US-2016185466-A1
WO-2019033207-A1,US-2016086240-A1
WO-2019033207-A1,US-2016300144-A1
WO-2020028068-A1,US-9349076-B1
WO-2018006377-A1,WO-2016052470-A1
WO-2018112945-A1,CN-105844505-A
WO-2018174209-A1,JP-2016170771-A
WO-2018170616-A1,CN-106251197-A
US-9971487-B2,US-9530163-B2
WO-2018204646-A1,US-2016104110-A1
WO-2020008661-A1,JP-2016207059-A
WO-2017215092-A1,CN-106127548-A
WO-2017215092-A1,CN-106157108-A
US-9704107-B1,US-2016232546-A1
US-9599459-B1,US-9367770-B2
US-9922307-B2,US-2016027330-A1
US-9946430-B2,US-9459622-B2
WO-2018185558-A1,US-2016078403-A1
WO-2018133311-A1,US-2016330580-A1
WO-2018066889-A1,US-2016140638-A1
US-9544347-B2,US-2016154964-A1
US-2017186041-A1,US-2016267545-A1
US-2017043783-A1,US-2016249853-A1
CN-108696457-A,CN-105959374-A
CN-107292725-A,CN-106022875-A
CN-107292725-A,CN-106204199-A
CN-107516230-A,CN-105488224-A
CN-106355427-A,CN-105637550-A
CN-106375433-A,CN-105550918-A
CN-107437192-A,CN-105488224-A
CN-105869040-A,CN-105469301-A
CN-107301591-A,CN-105894346-A
CN-108920709-A,CN-106056427-A
CN-107067621-A,CN-105447746-A
CN-107274193-A,CN-106127557-A
CN-106951572-A,CN-105678653-A
CN-106951572-A,CN-105678654-A
CN-107230061-A,CN-105631650-A
CN-107230047-A,CN-105976133-A
CN-107230047-A,CN-106022807-A
FR-3058814-A1,US-9324100-B2
CN-108898459-A,KR-101612482-B1
CN-108844505-A,CN-105931098-A
CN-107220866-A,CN-105528728-A
CN-107330640-A,CN-106097054-A
CN-107392610-A,CN-105976231-A
CN-107492164-A,CN-106127564-A
CN-107168521-A,CN-106022899-A
CN-106302754-A,CN-105761125-A
CN-105374057-A,CN-105989617-A
CN-106507207-B,CN-105978888-A
CN-106101220-A,CN-105373956-A
CN-107515818-A,US-9460461-B1
CN-108986446-A,WO-2016116048-A1
CN-108109274-A,CN-106204219-A
CN-106778882-A,CN-105976231-A
CN-107644366-A,CN-105389722-A
CN-107644366-A,CN-106251202-A
IT-201700047082-A1,US-2016368753-A1
CN-106204235-A,US-2016202885-A1
CN-107402825-A,CN-105869029-A
CN-107402825-A,CN-105931105-A
CN-106584831-A,WO-2016077326-A1
CN-107341670-A,WO-2016084230-A1
CN-107563733-A,CN-105761126-A
CN-107644495-A,CN-105427160-A
CN-108280675-A,CN-106251209-A
CN-106204156-A,US-2016140634-A1
CN-106776898-A,CN-105894362-A
CN-107832121-A,CN-105959235-A
CN-107093240-A,CN-106157108-A
CN-107808448-A,CN-105427152-A
CN-107103466-A,CN-105427157-A
CN-106357515-A,CN-105608546-A
CN-106073030-A,CN-105608614-A
CN-105867942-A,CN-105446709-A
CN-106781008-A,CN-105976232-A
CN-107403258-A,CN-106203817-A
CN-107480927-A,CN-106156884-A
CN-106651353-A,CN-105469298-A
CN-106651353-A,CN-105844507-A
CN-106296114-A,CN-105719088-A
CN-107742242-A,CN-106097058-A
CN-107798452-A,CN-106131203-A
CN-106372993-A,CN-105761125-A
CN-106372993-A,CN-105847282-A
CN-106372993-A,CN-105976223-A
CN-107846278-B,CN-105976231-A
CN-107331219-B,CN-106022854-A
CN-106777276-B,CN-105704014-A
CN-107578232-A,CN-105809521-A
CN-106447311-B,CN-105719172-A
DE-102016225788-A1,DE-102015113262-A1
CN-108875690-A,US-2016110760-A1
CN-107292536-A,CN-105719073-A
CN-107292536-A,CN-105844505-A
DK-201670568-A1,US-2016135620-A1
CN-106548397-A,CN-105976232-A
US-9626700-B1,US-9397987-B1
US-9639837-B2,US-2016048830-A1
US-9860306-B2,US-2016070580-A1
US-9984401-B2,US-9324104-B1
US-9984401-B2,US-9412203-B1
US-9984401-B2,US-9466079-B2
US-9984401-B2,US-9465873-B1
US-9984401-B2,US-2016343058-A1
US-9749812-B1,US-2016092962-A1
US-9749812-B1,US-2016232598-A1
WO-2018169821-A1,US-9373201-B2
WO-2017160764-A1,US-2016055572-A1
US-9361802-B2,US-2016019515-A1
US-9361802-B2,US-2016021510-A1
US-9609107-B2,US-9256806-B2
WO-2019125346-A1,US-2016110702-A1
US-9727349-B2,US-2016048298-A1
US-9950791-B2,US-2016185466-A1
US-D829104-S,US-2016207045-A1
US-D843404-S,US-2016330162-A1
US-D854074-S,US-9268465-B1
US-9934530-B1,US-9269103-B1
WO-2019021113-A1,CN-106056427-A
WO-2020037265-A1,US-9430796-B1
WO-2018208796-A1,US-2016321566-A1
WO-2018145580-A1,CN-106156244-A
US-9622159-B2,US-2016039430-A1
US-9614733-B1,US-9363142-B2
US-9397884-B2,US-2016070772-A1
US-9983747-B2,US-9230160-B1
US-D835660-S,US-2016109954-A1
US-9767629-B1,US-9499129-B1
WO-2019202821-A1,WO-2016201355-A1
US-10445420-B2,US-2016244311-A1
US-10535079-B2,US-2016063551-A1
US-10509836-B2,US-9477713-B2
US-10593116-B2,US-9430791-B1
US-10601741-B2,US-9329762-B1
US-10415760-B2,US-2016072891-A1
US-10564446-B2,US-2016299360-A1
US-10469665-B1,US-2016055563-A1
US-10469665-B1,US-2016078512-A1
US-2019236655-A1,US-2016300283-A1
US-9894417-B2,US-9292866-B2
US-9818123-B2,US-2016171580-A1
WO-2018053847-A1,CN-105917371-A
WO-2017147612-A1,US-2016031338-A1
US-9686644-B1,US-2016129913-A1
US-9747559-B2,US-2016148123-A1
US-9747559-B2,US-2016148125-A1
US-9747559-B2,US-2016148122-A1
US-9747559-B2,US-2016148126-A1
US-9996814-B2,US-2016104111-A1
US-D797139-S,US-9418056-B2
US-9747611-B2,US-2016180358-A1
WO-2019028393-A1,US-2016071325-A1
WO-2019222342-A1,US-2016189071-A1
US-9613373-B2,US-2016027086-A1
US-9613373-B2,US-9262056-B2
US-9613373-B2,US-2016155185-A1
US-9607333-B2,US-9390449-B2
US-9509678-B2,US-2016034995-A1
CN-107451829-A,CN-105488224-A
CN-108710801-B,CN-105493470-A
CN-106600384-A,CN-106204203-A
CN-107657484-A,CN-106202516-A
CN-107705369-A,CN-105976435-A
CN-107220334-A,CN-105550369-A
CN-107085792-A,CN-105868834-A
CN-107085792-A,CN-105897898-A
CN-107085792-A,CN-106156867-A
CN-107507354-B,CN-105631723-A
JP-2017000880-A,JP-2016200851-A
GB-2564389-A,EP-3032691-A1
EP-3579139-A1,US-9449412-B1
CN-106779829-A,CN-106169120-A
CN-107194645-A,CN-106204203-A
CN-106617995-A,CN-105661812-A
CN-106056432-A,CN-105608612-A
CN-106780033-A,CN-105976231-A
CN-107452114-A,CN-105447746-A
CN-107452114-A,CN-106204030-A
CN-107578325-A,CN-105956877-A
CN-107578325-A,CN-106097049-A
EP-3252673-A1,EP-3021299-A1
CN-108108409-A,CN-105847282-A
CN-106384010-A,CN-105761034-A
CN-107657199-A,US-2016155099-A1
CN-107133844-A,CN-105373949-A
CN-107133844-A,CN-106156884-A
CN-108256576-A,CN-106202316-A
EP-3522095-A1,US-9449412-B1
EP-3522095-A1,US-9460462-B1
US-9745050-B2,US-2016068264-A1
US-9860203-B2,US-2016055493-A1
US-9864737-B1,US-2016110789-A1
US-9972042-B2,US-9251536-B2
US-D872379-S,US-2016007574-A1
US-D772273-S,US-9329762-B1
US-9961543-B2,US-2016050203-A1
WO-2019112531-A3,US-9530129-B2
WO-2019042101-A1,CN-105976232-A
US-9619843-B2,US-2016162999-A1
US-9619843-B2,US-2016162997-A1
US-9871283-B2,US-9443417-B2
US-9939714-B1,US-2016346494-A1
WO-2018139293-A1,JP-2016181196-A
WO-2019056875-A1,CN-106096749-A
WO-2019056875-A1,CN-106101165-A
WO-2018099930-A1,US-2016068264-A1
WO-2018119587-A1,CN-105976232-A
US-9714035-B2,US-2016313730-A1
US-9930489-B2,US-2016086108-A1
WO-2018094375-A1,US-2016247221-A1
WO-2018040944-A1,CN-105389722-A
US-9919704-B1,US-2016321848-A1
US-D830843-S,US-2016207045-A1
WO-2018236350-A1,US-2016034876-A1
CN-106251202-B,CN-105389722-A
CN-106709635-A,CN-106157364-A
CN-109165933-A,CN-105844480-A
CN-107122866-A,CN-105389722-A
CN-107679963-A,CN-106251208-A
CN-106933976-A,CN-105956912-A
CN-107016576-A,CN-106251205-A
CN-106600284-A,US-2016314442-A1
CN-107806899-A,US-2016180440-A1
CN-106330872-A,CN-105825421-A
JP-2019032827-A,JP-2016503914-A
CN-106683177-A,CN-106096153-A
CN-108021642-A,US-2016260155-A1
CN-106385668-A,US-2016025506-A1
CN-107845200-A,US-2016071079-A1
CN-107610380-A,CN-105447746-A
CN-107978173-A,CN-105631734-A
CN-107292718-A,CN-105447743-A
CN-107622606-A,CN-106251192-A
CN-107357619-A,CN-106127555-A
CN-108668174-A,CN-105869012-A
CN-105974937-A,US-2016104098-A1
US-2016189061-A1,US-2016125324-A1
US-2016328890-A1,US-2016078403-A1
CN-106651497-A,CN-105978888-A
CN-107341714-A,CN-106097060-A
DE-102017117598-A1,US-2016284033-A1
CN-107038573-A,CN-106022750-A
CN-108710467-A,CN-105512921-A
CN-105931369-A,CN-105488704-A
CN-108875970-A,CN-105825343-A
CN-108418876-B,CN-105488675-A
CN-106778329-A,CN-105976231-A
CN-106294872-A,CN-105488715-A
CN-106649799-A,US-2016188620-A1
US-10565161-B2,US-2016232534-A1
US-10580064-B2,US-9424598-B1
KR-20180027393-A,KR-20160025653-A
KR-20190109607-A,KR-20160099923-A
KR-20180084356-A,KR-101600506-B1
US-10313522-B2,US-2016035039-A1
US-10210281-B2,US-9367823-B1
US-10168976-B2,US-2016034244-A1
US-10104282-B2,EP-3046070-A1
US-10251023-B2,US-9351114-B2
US-10063438-B2,US-2016300201-A1
US-10021523-B2,US-2016005068-A1
GB-2552458-A,US-9324098-B1
EP-3245889-A1,US-2016180440-A1
JP-2018195255-A,JP-2016503538-A
JP-2018195255-A,US-2016253843-A1
GB-2535307-A,WO-2016064670-A1
EP-3457319-A1,JP-6055160-B1
US-2018143027-A1,US-2016321771-A1
KR-20190011130-A,KR-101626494-B1
US-10043316-B2,US-2016001720-A1
US-10043316-B2,US-9440605-B2
US-10268890-B2,US-2016171306-A1
KR-20200012682-A,KR-20160150142-A
KR-101826616-B1,KR-101635710-B1
US-10388183-B2,US-2016063615-A1
US-10491680-B2,US-9325440-B2
US-10491680-B2,US-2016205159-A1
US-10332623-B2,US-2016342748-A1
US-10380513-B2,US-2016155069-A1
US-10447864-B1,US-2016262017-A1
US-10390289-B2,US-2016014556-A1
US-10390289-B2,US-2016012453-A1
US-10390289-B2,US-2016171486-A1
US-10438022-B2,US-9355352-B1
US-10587741-B2,US-2016055563-A1
US-10489096-B2,US-9351193-B2
US-10552543-B2,US-2016349935-A1
US-10586082-B1,US-2016371630-A1
WO-2019156445-A1,KR-20160141954-A
US-9898487-B2,US-9245350-B1
US-9898487-B2,US-2016104303-A1
US-9898487-B2,US-9524563-B2
US-9928412-B2,WO-2016061341-A1
US-9996257-B2,US-9264428-B1
WO-2019190856-A1,US-2016185466-A1
US-9712550-B1,US-2016071170-A1
US-9799000-B2,US-9324104-B1
US-9799000-B2,US-2016343058-A1
US-9820262-B2,US-2016086029-A1
US-9826356-B2,US-2016086460-A1
US-9826356-B2,US-9351114-B2
WO-2019046137-A1,US-2016300294-A1
US-9538323-B2,US-2016063474-A1
US-9600449-B2,US-9285977-B1
US-9600449-B2,US-2016086218-A1
US-9600449-B2,US-2016103926-A1
US-9600449-B2,US-2016103821-A1
US-9600449-B2,US-2016103791-A1
US-9600449-B2,US-2016104210-A1
US-9600449-B2,US-2016103820-A1
US-9600449-B2,US-2016103795-A1
US-9600449-B2,US-2016103794-A1
US-9600449-B2,US-9330192-B1
US-9600449-B2,US-2016124934-A1
US-9600449-B2,US-2016162462-A1
US-9600449-B2,US-2016196244-A1
US-9600449-B2,US-9418056-B2
US-9600449-B2,US-9448988-B2
US-9984405-B2,US-2016110793-A1
WO-2018012767-A1,US-9359074-B2
WO-2019090777-A1,CN-105894357-A
US-9524518-B1,US-9262686-B1
US-9589237-B1,US-9384275-B2
US-9531998-B1,US-2016210602-A1
US-9710743-B2,US-2016071000-A1
US-9710743-B2,US-9317794-B2
US-9710743-B2,US-9384435-B2
US-9710743-B2,US-9396423-B2
US-9710743-B2,US-2016275390-A1
US-9836522-B2,US-2016092781-A1
US-D781326-S,US-9384491-B1
WO-2019023929-A1,CN-105654359-A
WO-2019199145-A1,KR-20160134303-A
WO-2019164911-A1,US-2016275582-A1
WO-2018002722-A1,US-2016314576-A1
WO-2019028758-A1,CN-105976231-A
WO-2018212575-A1,KR-20160037327-A
WO-2018212575-A1,KR-20160101740-A
WO-2018105985-A1,KR-20160112276-A
US-9898344-B2,US-2016019636-A1
US-9884751-B2,US-9346365-B1
WO-2019124176-A1,WO-2016166784-A1
WO-2019124176-A1,WO-2016174878-A1
US-9706060-B2,US-2016253731-A1
US-9800080-B2,US-2016005068-A1
US-9826351-B2,US-2016086460-A1
US-9826351-B2,US-9351114-B2
US-9852368-B1,US-9292843-B1
US-9852368-B1,US-9361569-B2
US-9852368-B1,US-2016180209-A1
US-9852368-B1,US-9384438-B2
US-9852368-B1,US-2016239735-A1
US-9852368-B1,US-2016283837-A1
US-9852368-B1,US-2016307085-A1
US-9852368-B1,US-2016335529-A1
US-9852368-B1,US-2016342877-A1
US-9852368-B1,US-2016342876-A1
US-9852368-B1,US-2016342880-A1
US-9852368-B1,US-2016342878-A1
US-9852368-B1,US-2016342879-A1
US-9917341-B2,US-9443417-B2
US-9967391-B2,US-9311685-B2
US-9769642-B2,US-9305310-B2
WO-2018192491-A1,US-2016162973-A1
US-9967002-B2,US-9443417-B2
US-D862109-S,US-9446924-B2
US-9846901-B2,US-2016092960-A1
WO-2017181970-A1,CN-105956874-A
US-9806818-B2,US-9443417-B2
US-D830191-S,US-2016207045-A1
US-9684480-B2,US-9317227-B2
WO-2018126070-A1,US-2016203533-A1
WO-2019191656-A1,US-2016055561-A1
WO-2017166941-A1,CN-105809520-A
WO-2018175018-A1,WO-2016178647-A1
WO-2019148155-A1,US-2016379297-A1
WO-2018201798-A1,CN-105976231-A
WO-2018201291-A1,CN-105512898-A
WO-2019203516-A1,KR-20160115624-A
US-9913139-B2,US-9443417-B2
US-9965628-B2,US-2016260069-A1
US-9998713-B2,US-2016132120-A1
WO-2019051157-A1,US-2016278426-A1
WO-2018215840-A1,US-9433427-B2
WO-2020012738-A1,US-2016356733-A1
WO-2019179382-A1,US-2016217454-A1
WO-2019109387-A1,US-2016304281-A1
US-9836517-B2,US-9286391-B1
US-9836517-B2,US-9317610-B2
US-9967173-B2,US-9443417-B2
US-9986094-B2,US-2016042419-A1
WO-2019033225-A1,CN-106097071-A
WO-2019241106-A1,US-2016300283-A1
WO-2019201308-A1,KR-20160000899-A
US-9610513-B2,US-9238171-B2
WO-2018106008-A1,KR-20160095464-A
WO-2018169123-A1,KR-101689815-B1
WO-2017213292-A1,US-2016013998-A1
US-9690540-B2,US-9246866-B1
US-9818147-B2,US-9229674-B2
US-9818147-B2,US-2016171354-A1
US-9818147-B2,WO-2016100126-A1
US-9836779-B2,US-9286613-B2
US-9978034-B1,US-2016071055-A1
US-D783634-S,US-2016092959-A1
WO-2018013806-A1,US-2016086250-A1
WO-2019217187-A1,US-2016321771-A1
WO-2019110739-A1,US-2016284033-A1
WO-2018018189-A1,CN-105701742-A
WO-2019083441-A1,US-2016068264-A1
WO-2018018007-A1,US-2016148147-A1
WO-2018018007-A1,US-2016146614-A1
WO-2019220706-A1,JP-2016134939-A
WO-2018010652-A1,WO-2016063484-A1
WO-2018038437-A1,KR-20160032291-A
WO-2018038437-A1,KR-20160081682-A
WO-2018038437-A1,KR-20160087091-A
US-9742521-B2,US-9443417-B2
US-9911149-B2,US-2016239886-A1
US-9965547-B2,US-2016155179-A1
WO-2017205509-A1,US-2016055493-A1
WO-2019060567-A1,US-2016217454-A1
WO-2019125552-A1,US-2016104232-A1
WO-2019081574-A1,WO-2016171663-A1
WO-2018152254-A1,US-2016117763-A1
US-9613375-B2,US-9262784-B2
US-9606794-B1,US-2016019636-A1
WO-2018139684-A1,KR-101596631-B1
US-9788149-B2,US-2016127185-A1
US-9860697-B2,US-9311685-B2
US-9909890-B2,US-2016035001-A1
US-9940653-B1,US-2016379213-A1
WO-2017209736-A1,US-9346365-B1
WO-2018097813-A1,US-9459622-B2
WO-2019098607-A1,KR-20160074954-A
US-9723038-B2,US-9246866-B1
US-9804887-B2,US-2016011912-A1
US-9972037-B1,US-2016301243-A1
WO-2018033021-A1,CN-105719171-A
WO-2018033021-A1,CN-105809515-A
US-9584866-B2,US-9301015-B2
US-9635118-B1,US-2016202851-A1
US-9823289-B2,US-2016189440-A1
WO-2018013458-A1,US-2016042434-A1
WO-2018071492-A1,US-2016258762-A1
WO-2019132084-A1,KR-20160015657-A
WO-2019132084-A1,KR-20160135895-A
WO-2019051822-A1,CN-105976232-A
WO-2019184540-A1,US-2016314514-A1
WO-2019184540-A1,CN-106204240-A
CN-107134064-A,CN-105957263-A
CN-107134064-A,CN-106127548-A
CN-107292561-A,CN-105719173-A
CN-107078910-A,CN-105976232-A
CN-107172012-A,US-9285977-B1
CN-106600363-A,CN-105427155-A
CN-107909472-A,CN-105809195-A
GB-2570242-A,US-2016140557-A1
US-9768833-B2,US-9443417-B2
US-9832607-B2,US-2016171486-A1
WO-2018093010-A1,KR-20160070915-A
US-9667635-B2,US-2016232515-A1
US-9830625-B2,US-9373091-B1
US-9830625-B2,US-9495701-B2
US-9961088-B2,US-9373112-B1
WO-2020033952-A1,WO-2016112099-A1
WO-2017208720-A1,WO-2016117600-A1
US-9600803-B2,US-9285977-B1
US-9600803-B2,US-2016086218-A1
US-9600803-B2,US-2016103820-A1
US-9600803-B2,US-2016103791-A1
US-9600803-B2,US-2016103794-A1
US-9600803-B2,US-2016103795-A1
US-9600803-B2,US-2016103821-A1
US-9600803-B2,US-2016104210-A1
US-9600803-B2,US-2016103797-A1
US-9600803-B2,US-2016103926-A1
US-9600803-B2,US-9330192-B1
US-9600803-B2,US-2016124934-A1
US-9600803-B2,US-2016162462-A1
US-9600803-B2,US-2016196244-A1
US-9600803-B2,US-9418056-B2
US-9600803-B2,US-9448988-B2
US-9800321-B2,US-9466161-B2
US-9934222-B2,US-2016048934-A1
US-9934222-B2,US-9311396-B2
US-9940470-B2,US-2016253731-A1
US-9942361-B2,US-9317616-B1
WO-2018037219-A1,WO-2016085408-A1
WO-2018157092-A1,US-9230440-B1
US-9736580-B2,US-2016110794-A1
US-9871282-B2,US-9443417-B2
US-9912199-B2,US-2016005068-A1
US-9944291-B2,US-9305411-B2
US-D851110-S,US-2016330162-A1
WO-2019108448-A1,US-2016284033-A1
WO-2019226837-A1,WO-2016180713-A1
WO-2019034226-A1,US-9365188-B1
WO-2019141559-A1,US-2016086029-A1
WO-2018005875-A1,US-2016171486-A1
WO-2019030356-A1,US-9324100-B2
WO-2019005119-A1,US-2016198002-A1
WO-2019168775-A1,CN-106027660-A
WO-2019015476-A1,CN-106022859-A
CN-107346520-A,CN-105488224-A
CN-107403316-A,CN-106156092-A
